DE90R0829,"This is an improved edition of a book ( also available in French , Spanish , German and Thai ) designed to inform farmers , advisers and scientists on the protection of crops and stored products with natural resources , using simple methods that can be applied by the farmer."
DE90R0829,"After an introduction and instructions for using the book , principles of preventive crop protection are discussed."
DE90R0829,"Major insect pests of rice , maize , legumes , vegetables , fruits and stored products in the tropics and subtropics are described."
DE90R0829,"Methods of protection are then examined , including the use of insecticidal plants , animal substances , ashes , baits and traps , vegetable oils , mineral substances and other methods."
DE90R0829,An index and description of current developments are included.
PH9410652,A multitude of ecotypic species has arisen through natural selection by different combinations of environmental factors.
PH9410652,"When seeds from one habitat are dispersed into other habitats and subjected to different environmental conditions , they may have changed genetically through modification of morphological characters for adoption in the new environment."
PH9410652,Several examples for the Philippines of morphological variation among ecotypes of weeds of different altitudinal and longitudinal origins are given.
PH9410652,"These include variation of growth habit , plant height , length and size , competitiveness among ecotypes also varies."
PH9410652,"Examples are also given of variation among ecotypes in their susceptibility to herbicides , thus , weed species have survived and evolved because of their ability to change with changes in their climatic , biotic , and edaphicenvironment"
DE91R0193,The steady increase of pressure on the landscape in tropical areas is of great concern for all people working for the improvement of the life situation in tropical countries.
DE91R0193,The slash and burn practice or shifting cultivation in tropical forest areas contributes to the destruction of primary forests and leads to biological and agricultural deserts.
DE91R0193,By showing how to do site - stable - gardening under the conditions of the mid-montane tropical environment in Papua New Guinea the book contributes to the improvement of knowledge how to improve the life situation of the subsistence farmer.
DE91R0193,By this means the shown practical efforts of the Wau Ecology Institute are contributing considerably to both the improvement of the village life and the conservation of the unique environment.
DE91R0193,"An important book for multiplicators in tropical agriculture and ecology , students , developmental workers , ecologists , and advisors in tropicalagriculture"
TT9100045,Nitrogen trials were conducted using ** 15N - labeled urea and calcium ammonium nitrate in the production of maize ( Zea mays L. ) at three sites of contrasting agroecology in Nigeria.
TT9100045,"Split applications of banded , broadcast or point - placed N fertilizer had no consistent effect on grain yield or ** 15N uptake ; however at one N - responsive site , application of N in two splits significantly increased yield and grain ** 15N uptake over application of N in a single dose."
TT9100045,"** 15N balances showed losses of 11 - 33 % of applied fertilizer N. On the basis of N distribution in the soil profile , leaching was postulated to have been a problem at the wettest site , whereas ammonia volatilization appeared to have occurred at the less humid trials."
TT9100045,** 15N uptake by a cowpea ( Vigna unguiculata ( L. ) Walp .)
TT9100045,intercrop or relay crop was low in all trails.
PH9410655,The experiment was conducted to determine the allelopathic activity from sunflower root exudates.
PH9410655,Four fractions were fractionated from the root exudates using the continuous hydrophobic exudate trapping apparatus.
PH9410655,The acidic and neutral fractions significantly inhibited germination of Echinochloa colona ( L. ) Link and radish ( Raphanus sativus L. ).
PH9410655,"As the concentration increased , there was more inhibition in the acidic and neutral fractions."
PH9410655,"Regardless of concentration , shoot and root growth of test species were greatly affected by the acidic and neutral fraction of sunflower root exudates."
PH9410655,"Also , fresh weights of E. colona and radish were similarlyaffected"
PH19940096611,Tillering ability and rice ( Oryza sativa L. ) growth stage at the time of treatment influence response to chlorophenoxy herbicides.
PH19940096611,"Differential responses to herbicides such as propanil [ N - ( 3,4 - dichlorophenyl ) propanamide ] , butachlor [ N - ( buthoxymethyl ) -2-chloro-N - ( 2,6 - diethylphenyl ) acetamide ] , thiobencarb ( S [ ( 4 - chlorophynyl ) methyl ] diethyl - carbamothioate ) , and CIPC ( isopropyl 3 - chlorophenyl carbamate ) are caused by differences in morphology , physiology , and biochemistry of the rice plant which affect herbicide uptake , translocation , and metabolism."
PH19940096611,"Difference in ecogeographic race is frequently given as a reason for differences in responses of cultivars to herbicides , but both tolerant and susceptible cultivars within the same ecogeographic rice have been found."
PH19940096611,Tolerance of a cultivar to herbicides need not necessarily be related to the tolerance of parents japonica - indica crosses are frequently more susceptible to herbicides than their parents.
PH19940096611,Differences in response of rice cultivars to herbicides are reviewed.
PH19940096611,The development of herbicide - resistant cultivars by genetic engineering is discussed and precautions that need to be taken into consideration are highlighted.
MX19970045827,Agroecology and biotechnology have sometimes been presented as opposing and mutually exclusive paradigms.
MX19970045827,"Here were challenge this view , arguing that the real issues have been blurred in this debate by entangling philosophical and political opinions with scientific criteria."
MX19970045827,"By separating out the different elements in the discussion , we attempt to show that in fact these two paradigms have complementary roles to play in working towards the development of a more sustainable model of agriculture , so urgently required if global food requirements are to be met without jeopardizing the quality of the environment.While recognizing the sound principles on which the agroecological approach is based , we question its capacity to adequately meet the social , economic and food demands facing the rural sector today."
MX19970045827,"Plan biotechnology , on the other hand , is presented here as an expensive but powerful tool for enhancing ( not substitute ) plant breeding."
MX19970045827,It is also shown to hold the promise of greatly reducing agriculture 's need for pesticides and other high - energy inputs.
MX19970045827,"Rather than ignore this technological package , as some of the agroecologist propose , we conclude that plant biotechnology is one of many tools modern agriculture will have to incorporate if it is to successfully meet the 21 st century 's dual challenge of higher productivity and long term sustainability."
PL9300846,The effect of soil compaction simulated by repeated passes of heavy tractor during tillage prior to seed bed preparation on the yield and yield - determining components of spring barley and oat crop was studied in the years 1985 - 87 on orthic luvisol soil.
PL9300846,During 2 - 3 years of the studies the yield of barley grain decreased by about 9.0 percent and yield of oats grain increased by about 11.5 percent due to increased soil compaction.
PL9300846,No interaction between soil compaction and nitrogen fertilization could be demonstrated in bothcrops
PH9410643,This paper provides information about the occurrence of weed species and their importance in different crops in the Philippines.
PH9410643,One hundred and sixty - seven weed species were reported to be major weeds in one or more crops.
PH9410643,"Of these , 19 occurred in all the different crops or crop groupings."
PH9410643,All the weed species for each crop are listed and the major ones are identified.
PH9410643,"Cyperus rotundus L. , Echinochloa colona ( L. ) Link , Eleusine indica ( L. ) Gaerth. , Rottboellia cochinchinensis ( Lour .)"
PH9410643,"W.D. Clayton , and Cynodon dactylon ( L. ) Pers."
PH9410643,were the most commonly reported and most widespreadweeds
PH9410644,"Azolla through its association with a nitrogen - fixing blue - green alga has potential significance as a nitrogen source in agriculture , especially in conjunction with rice ( Oryza sativa L. ) culture."
PH9410644,"In addition , azolla may suppress weeds or be considered as a weed depending on management ; with proper management , little interference occurs between rice and azolla."
PH9410644,This review concentrates on its role in weed control.
PH9410644,"Azolla suppresses some , not all , weeds in lowland rice culture."
PH9410644,Ways of controlling the escapes are discussed.
PH9410644,"Most rice herbicides are deleterious to azolla , delaying inoculation of azolla after herbicide application reduces or eliminates the problem."
PH9410644,Ecological changes that occur under an azolla mat which develop over a water surface are elaborated.
PH9410644,The detrimental effects of azolla on rice are discussed.
PH9410644,Technical constraints affecting its use arementioned
PH9510721,"A field experiment was conducted at the experimental farm of the International Rice research Institute [ Los Banos , Laguna , Philippines ]."
PH9510721,"Four rice ( Oryza sativa L. ) genotypes - N22 , IR52 , IR20 , and IR46 - were sown on three different dates from 15 January to 4 March 1990 at an interval of 23 days."
PH9510721,Half of the experimental plots were subjected to high temperature using open - top plastic chambers at 30 days after transplanting to investigate temperature response of gas exchange traits.
PH9510721,"A phytotron experiment with the same genotypes using four day / night temperature regimes - 29/21 , 33/25 , 37/29 , and 41/33 deg C - was conducted for the same purpose."
PH9510721,Chambers increased temperature by an average of 1.3 deg C throughout the experimental period.
PH9510721,Maximum air temperature increased from 29 deg C in January to 33 deg C in May which was much lower than the highest temperature treatment in the phytotron.
PH9510721,Increased temperature by the chamber and planting date reduced lead conductance and transpiration rate of N22 and IR52 but increased leaf and canopy temperature of both genotypes compared to IR46 and IR20.
PH9510721,"In the phytotron , temperatures above 33/25 deg C increased net assimilation rate of all genotypes , but reduced intercellular CO2 , leaf conductance , and transpiration rate."
PH9510721,"At 41/33 deg C , transpiration rate , leaf conductance , and intercellular CO2 were greater for N22 than for the other genotypes."
PH9510721,These differences contributed to the tolerance of N22 to high temperaturestress
PH9510722,"Three maize cultivars , PIONEER 6181 , IPB Var 1 , and SMC305 ; three sorghum cultivars , COSOR 3 , UPL SG5 , and CS110 ; and IR43 rice were grown on dryland field to compare their grain yields and nutrient uptake."
PH9510722,Seeding dates of cultivars were staggered to synchronize flowering.
PH9510722,"For maize , 0 , 75 , 150 , 225 , and 300 kg N / ha were applied ; for sorghum 0 , 50 , 100 , 150 , and 200 kg N / ha ; and for rice , 0 , 80 , 100 and 120 kg N / ha."
PH9510722,Two hundred twenty five kilogram N per hectare gave the maximum yield for maize and 150 kg N / ha for sorghum.
PH9510722,Nitrogen rates higher than these decreased grain yields of both crops.
PH9510722,One hundred twenty kilogram N per hectare ( highest level used for rice ) gave the highest rice yield.
PH9510722,"High amounts of N applied were associated with high N concentration in maize and sorghum , but not in rice."
PH9510722,"At high N level , P concentration of stover , straw , and cob decreased but P content of grains was not affected , except in sorghum."
PH9510722,Potassium concentration in stover and straw increased with increase in N level applied while that of grain was not affected.
PH9510722,Varying the N levels did not affect zinc concentration except inrice
AU9201582,"The competitive interactions between Soybean ( Glicine max ) and Echinochloacruss - galli have been studied , taking into consideration various factors.The effect of degree and duration of infestation as well as the influence of some meteorological elements on the soybean yield are analysed."
AU9201582,The relationships between E. cruss - galli infestation and soybean yield are described using several models.The factors with main effect on theyield are determined.
PH9410345,Some insights on the immediate and long term prospects for sweetpotato in the upland agroecology were gained from the trial.
PH9410345,"For fresh market purposes , yield could be doubled by simply changing varieties."
PH9410345,High - yielding varieties with acceptable market qualities were identified in the trials.
PH9410345,"Variability was also observed for desirable varietal traits such as earliness , pest resistance and postharvest qualities that can be exploited in future breeding work."
PH9410345,"For processing purposes , desirable qualities were found in existing varieties for every processed products that was studied."
PH9410345,"These qualities were coincidentally built into genotypes that possess acceptable agronomic and postharvest performance , too."
PH9410345,The information generated by the study can be used to initiate a sweetpotato - based processingindustry
MY2014001211,"The agricultural rainfall index ( ARI ) , has been used by MARDI in preparing agroclimatic and agroecological zone maps of Peninsular Malaysia."
MY2014001211,This paper presents the concept and computation of ARI and the scope of its application.
LV9400020,The given research is devoted to the utilization of sewage sludge for soil improvement.
LV9400020,The chemical composition of sewage sludge from Riga sewage treatment plant has been analized and the limits of its use for soil improvement have been determined.
LV9400020,The risk level of heavy metal content in soil has been calculated for each single heavy metal using the method worked out in Holland.
LV9400020,The average application rates of sewage sludge were determined considering the heavy metal content in sewage.
LV9400020,The data of the analyses and calculations are given in tables.
PH9511531,"Baseline surveys at IRRI 's key research site for acid upland rice - based farming systems in Claveria , Mindanao [ Philippines ] , indicated that upland rice - based patterns were less widespread than maize - based patterns."
PH9511531,"This was attributed to a number of unique constraints associated with upland rice production , including late - maturing cultivars that prevented production of a succeeding crop."
PH9511531,Cultivar evaluations of elite upland rice breeding materials were conducted to identify promising cultivars adapted to the acidic ( pH5 .0 ) and infertile soil conditions typical of farming systems in the majority of upland areas.
PH9511531,Heavy emphasis was on early - maturing cultivars to increase total system productivity by making it feasible for upland farmers to grow sequences of 2 - 3 crops per year.
PH9511531,A tiered system of cultivar evaluations was carried out for 5 years.
PH9511531,"IR30716 - B -1-B-1-2 , IR3880 -2-3 , IR47686 -6-2-2-1 and IR12979 -24-1 ( Brown ) were outstanding in consistency in yield across years , outperforming the released variety UPL Ri - 5 , and local varieties Dinorado , Speaker and Kayatan."
PH9511531,Tests under farmer management in rice - maize patterns confirmed these results.
PH9511531,The use of early - maturing and high yielding upland rice varieties significantly increased the total system productivity of upland rice - based patterns by promoting much higher yields of a following maizecrop
PH19970059593,"A major effect has been initiated at IRRI [ International Rice Research Inst. , Los Banos , Laguna , Philippines ] to develop a new plant type to break through the yield ceiling."
PH19970059593,"The new plant type is characterized by large panicles , high spikelet number per panicle , regulated tillering habit , sturdy stems , dark green and erect leaves , and a growth duration of 110 to 120 days."
PH19970059593,These traits are needed to increase sink size and assimilate supply and to avoid losses from unproductive tillers.
PH19970059593,It is important to know how stable the tillering of the new plant types are under different population densities and nitrogen levels so that the plant breeders can have a selection range and the agronomists the bases for adjusting the N management for the new plant types.
PH19970059593,"In 1993 WS [ wet season ] , eight early - generation new plant type lines were evaluated and compared with IR72 for tillering stability at four spacings : 10 x 10 , 15 x 15 , 20 x 20 , and 25 x 25 cm and two nitrogen levels : 60 and 100 kg N / ha."
PH19970059593,"At 25 x 25 cm spacing , the high - tillering IR72 had three time more tillers than the low - tillering new plant types regardless of N levels."
PH19970059593,The low tillering habit of the new plant type was expressed across plant densities and N levels.
PH19970059593,"In 1994 DS [ dry season ] , other morphological traits and yield potential of new plant type lines were evaluated using both transplanted and direct - seeded crop establishment."
SK19970093015,"Using a new field method , crop yield response to soil moisture deficiency during the extreme - critical and important stages of maize ontogenesis is established."
SK19970093015,The differential and total coefficients of maize susceptibility to soil moisture deficiency during these stages are calculated.
SK19970093015,Dependence of the grain yield reduction on lowerings of the soil - moisture energy level during the extreme - critical stage was discovered to be strong.
SK19970093015,All results are of prime significance to the precise and multivariant management of soil water status and grain production.
PH19970076379,Rainfed lowland rice response to applied fertilizer is often poor.
PH19970076379,The advantage of applying fertilizer nutrients to a pre-rice manure crop ( Sesbania rostrata ) to enhance nutrient availability was evaluated in experiments at six sites in Northeast Thailand from 1987 to 1991.
PH19970076379,At all sites treatments were arranged in split - plot design with three replicates.
PH19970076379,"Main plots were nutrient sources for the pre-rice crop ( Sesbania , Sesbania + 13 kg P / ha , Sesbania + 3 t / ha farmyard manure ( FYM ) , fallow ) and subplots were nutrient levels for wet season rice crop ( 0 , 50 kg N / ha + 13 kg P + 25 kg K / ha , 3 t / ha FYM )."
PH19970076379,"This paper examined the relationship between rice yields and N , P , and K uptake."
PH19970076379,"Generally , rice grain yield was linearly related to N - uptake over sites and years ( R raised to the 2nd power = 0.75 ** , except at Khon Kaen in 1987 and at Ubon in 1990."
PH19970076379,"There were no exceptions , however , for the linear relationship between DM and N uptake ( R raised to the 2nd power = 0.67 ** ) indicating that drought stress during reproductive growth limited grain yield."
PH19970076379,The relationship between grain yield and P uptake was not consistent over years.
PH19970076379,Uptake of K was not closely related to grain yield or total rice dry matter.
PH19970076379,Those relationships will be use to estimate the N and P balance and N and P uptake efficiency.
ID9600015,"This research was conducted in the Province of North Sumatera , Riau and Lampung from November 1991 to February 1992."
ID9600015,"The objective of the research was to inventory rambutan farm area covering the following aspects : variety , agroecology , marketing , cultural practice and fruiting season."
ID9600015,The research was implemented by method of Rapid Rural Appraisal ( RRA ).
ID9600015,"The result indicated that the varieties of rambutan generally grown in Sumatera were Binjai , Lebak Bulus , Sinona , Padang Bulan , and Simacan."
ID9600015,"Types of soil for growing rambutan were yellow red podzolik , alluvial , latosol , combination of latosol and organosol or podzolik and litosol."
ID9600015,Cultural practices in terms of fertilization and pest control were negligible.
ID9600015,The fruiting season may be different from one production centre to another depending on the locality and the climatic conditions.
ID9600015,The marketing of rambutan was geared towards local and regional sales.
PL9600217,Pesticide application is indispensible for obtaining high yield.
PL9600217,On 12 various cultures in the considerably higher yields were obtained on the field intensively protected with pesticides than on the field applying more expensive agrotechnical treatments.
PL9600217,"The pesticide penetration to various components of biocenosis : the soil , water and agricultural products areanalysed"
PH9510046,The root traits that confer drought resistance are not well defined.
PH9510046,Glasshouse research has shown that the root xylem vessel cross-sectional area does not explain water relation differences across genotypes.
PH9510046,"In field experiments under upland conditions , root length density ( RLD ) was negatively correlated with grain yield of three rice genotypes grown under different levels of water deficit stress."
PH9510046,"On the other hand , in minirhizotron experiments under rainfed lowland conditions , only RLD in the 10 - 20 and 20 - 30 cm soil layers were related to relative yields ( 30 - d vegetative phase stress yield / continuously flooded control yield ) in 12 rainfed lowland genotypes and only on 2 sampling days ( 86 and 89 d after sowing )."
PH9510046,Two root characteristics were common to drought - resistant rainfed lowland genotypes : 1 .)
PH9510046,"rapid root responses to changing soil moisture level in the 10 - 20 and 20 - 30 cm soil layers , and 2 ) greater absolute RLD below 20cm"
PH9510031,Yield loss models have been developed and evaluated for irrigated rice ecosystems with respects to effects of Echinochloa crus - galli.
PH9510031,Simple regression models that give the relation between yield loss and weed density or related leaf area are discussed with respect to their practical value in weed management in rice.
PH9510031,More complex eco-physiological process models have been developed and used for rice ecosystems as well.
PH9510031,"Such models can be useful as a tool in research , whereas more simple approaches are needed for practical application in weedmanagement"
PH9510032,Natural enemies that have caused major damage to some weeds in the Philippines are reported in this paper.
PH9510032,It may be possible to control specific weed species by manipulating their natural enemies.
PH9510032,"Even though some of the natural enemies appear to have considerable promise as biocontrol agents , much research is needed to determine , among other things , their efficacy and their host range before they can be recommended for use."
PH9510032,Some of the advantages and disadvantages of biological control are discussed and the need to use biological weed control as one of the tools in a total weed management package isstressed
NL9502127,Aluminium tolerance of Macedonian durum wheat ( Triticum turgidum L. conv.
NL9502127,durum ( Desf .)
NL9502127,"MacKey ) germplasm was evaluated in nutrient solutions containing 0 , 74 or 148 Î 1/4 M of total Al.."
NL9502127,Relative root length ( 148 Î 1/4 M Al / 0 Al ) of various genotypes ranged from 41 to 72 % ( from moderately sensitive to moderately tolerant to Al ).
NL9502127,No genotype with Al tolerance close to that of very tolerant T. aestivum cultivar Atlas - 66 was found.
NL9502127,Such a significant correlation was not obtained for seed concentrations of other nutrients or seed protein content.
NL9502549,There is potential in tropical regions to include cowpea ( Vigna unguiculata ( L. ) Walp .)
NL9502549,"in rice ( Oryza sativa ) based cropping systems , especially during the post-monsoonal dry season."
NL9502549,"The plant water relations , and root and shoot growth of two cowpea cultivars ( IT82D - 889 , early maturing , and TVX1948 - 012F , medium maturing ) were compared in saturated and drier soil moisture regimes on an isohyperthermic , clayey , Typic Tropudalf soil by using a line - source sprinkler differential irrigation system."
NL9502549,"Saturated soil reduced total dry matter accumulation , plant height , crop growth rate and leaf area index by 20 to 50 % , 7 to 10 % , 20 to 50 % and 20 to 30 % , respectively."
NL9502549,"Root length density ( RLD ) measurements showed that in saturated soil , roots of both cultivars were concentrated in the top 0.1 m during the vegetative stage , but in the reproductive stage , grew down to 0.8 m. Leaf water potential ( LWP ) was higher by 0.3 MPa , and conductances were higher by 5 to 29 % in dry than saturated soil."
NL9502549,"The cultivar TVX1948 - 012F had greater RLD , conductance and LWP than did with IT82D - 889 under saturated conditions."
NL9502549,Results suggest that the medium - maturing cultivar is better adapted than the early - maturing to high rainfall and high water table conditions in the post-rice environment.
NL9502549,Its shallow rooting under saturated soil conditions enables more effective oxygen uptake in the vegetative growth phase.
NL9502549,Deep rooting provides for effective water uptake and increased plant water status under subsequent drought conditions in the reproductive growth phase.
NL9502352,Atmospheric CO2 is expected to exceed 600 Î 1/4 l 1âˆ ’ 1 by the 21st century and is predicted to increase global mean temperature by 0â € “ 8Â °C.
NL9502352,"Because CO2 and temperature are expected to increase together , we conducted controlled - environment chamber research to assess the effects of two CO2 concentrations ( 330 and 660 Î 1/4 l 1âˆ ’ 1 ) and three temperature regimes ( 29/21 , 33/25 , 37 / 29Â °C , day / night temperature ) on three lowland ( IR28 , IR36 , IR64 ) and three upland ( ITA186 , Moroberekan , Salumpikit ) rice cultivars."
NL9502352,"At 330 Î 1/4 l lâˆ ’ 1 CO2 , most cultivars grew best at 33 / 25Â °C."
NL9502352,"Doubling CO2 increased plant height by 17 % at 29 / 21Â °C and by 7 % at 33 / 25Â °C , but reduced plant height by 3 % at 37 / 29Â °C."
NL9502352,"Increasing temperature from 29/21 to 37 / 29Â °C reduced tiller number by 10 % but doubling CO2 more than offset this effect so that tiller number was 66 % greater in the high CO2 , high temperature treatment than in the low CO2 , low temperature treatment at 45 days after sowing."
NL9502352,"In the lowland cultivars the combination of higher CO2 and higher temperaure doubly shortened the vegetative and reproductive phase , while at 29 / 21Â °C , increased CO2 delayed onset of the reproductive phase."
NL9502352,"At 29 / 21Â °C , doubling CO2 increased time to flowering by 6 % but at 37 / 29Â °C , doubling CO2 decreased time to flowering by 6 %."
NL9502352,Flowering of ITA 186 was not affected by CO2 level.
NL9502352,Doubling CO2 increased total dry weight at flowering by 22 %.
NL9502352,Total dry weight was inversely related to high temperature for the lowland cultivars.
NL9502352,"Although controlled - environment experiments have their drawbacks , the present data indicate varietal differences in responses to CO2 and temperature and a significant interactive effects of CO2 and temperature on development of lowland rices."
NL9502352,These differences may provide options to minimise adverse effects of future climate changes.
GB9608062,Phytotron studies were conducted to determine the intraspecific variation in sensitivity of rice ( Oryza sativa L. ) to enhanced UVB and to test the hypothesis that rice cultivars originating from regions with higher ambient UVB radiation are more tolerant to enhanced UVB.
GB9608062,"Out of the 188 rice cultivars ( from various rice growing regions and ecosystems ) tested , 143 had significantly reduced plant height , 52 had smaller leaf area , 61 had lower plant dry weight and 41 had less tiller number under elevated UVB radiation ( 13.0 kJ mâˆ ’ 2 dayâˆ ’ 1 ) for 3 weeks."
GB9608062,"Six cultivars showed significant positive growth response to enhanced UVB radiation , although the mechanism is not clear at present."
GB9608062,These six cultivars were from the summer rice crop of Bangladesh and from high elevation rice areas where prevailing UVB radiation is most likely to be greater.
GB9608062,"However , there was no correlation between the dry matter changes under enhanced UVB and the ambient UVB level at the origin of the cultivar across the 188 cultivars tested."
GB9608062,"Therefore , cultivars originating from regions with higher ambient UVB are not necessarily more tolerant to enhanced UVB radiation."
GB9602283,To what extent some microbial index ratios are suitable for use as early criteria for the level of compost stability during aerobic composting of coniferous sawdust and bark at mesophilic conditions was studied.
GB9602283,Evolution of the specific respiration activity ( CO2 - C / biomass C ) and the ratios between some groups of microorganisms were followed as a function of composting time.
GB9602283,The specific respiration activity was found to be an early and most reliable indicator of compost stability.
GB9602283,"The peroxidase and polyphenoloxidase enzyme activity during composting , as well as the composition of newly - formed humus substances were studied."
GB9602283,The duration of composting increased the quality of newly - formed humus substances ( Ch.a. : Cf.a ratio ; Ca - complexed humic acid and resistance of organo - mineral complexes ).
GB9602283,The quality of humus substances could be used to assess compost stability.
GB9602283,"However , the results can be applied only under defined conditions."
PH9610806,An experiment was conducted in 1993 dry season to separate the effects of seedling competition in the nursery from transplanting shock on the rice crop.
PH9610806,"Ten , 20 , 30 , and 40 - day old seedlings of IR72 and IR58109 -113-3-3-2 were grown by staggered sowing in wet beds ( WB ) at 100 grams seeds / sq. m. and in wet beds in hills ( HWB ) at 20 cm x 20 cm spacing with five seeds / hill."
PH9610806,Each seedling age had a corresponding direct sowing ( DS ) in hills with the same spacing and population as HWB.
PH9610806,"Competition effects and transplanting shock effects were expressed as the difference of WB from HWB and DS from HWB , respectively."
PH9610806,"Competition suppressed tillering and caused tiller degeneration in the seedbed , thus , reducing tillers by 55 to 64 percent at 30 DAS , and leaf area index by 25 to 40 percent and total dry weight by 14 to 27 percent starting at 20 DAS."
PH9610806,Prolonged period in the seedbed aggravated these effects.
PH9610806,Transplanting shock in 20 - day old seedlings delayed flowering by 6 to 7 days.
PH9610806,Competition delayed flowering of 30 to 40 - day old seedlings by 4 to 10 days.
PH9610806,Panicle yield declined by 0.95 t / ha due to transplanting shock and by 0.87 t / ha due to competition in the 20 - day old IR71 seedlings.
PH9610806,The overall effects of competition and transplanting shock were not apparent with the 10 - day old seedlings but were prominent with older seedlings.
PH9610766,Field experiments were conducted in RCBD with 4 replications in the 1993 dry season to relate grain filling characters with yield.
PH9610766,Panicle dry weights and stem carbohydrates of six rice cultivars were determined at 4 - day intervals for 40 days starting at flowering.
PH9610766,"The grain filling duration was divided into lag , linear and plateau phases."
PH9610766,Grain filling duration ranged from 19 to 32 days.
PH9610766,"IR62398 - Ac 201 - 2 , IR64616H and BG90 - 2 yielded 8.5 to 9.0 t / ha."
PH9610766,These cultivars had synchronized flowering.
PH9610766,The rate of grain filling proceeded rapidly after flowering and then gradually declined.
PH9610766,"Spikelet number ranged from 44,000 to 48,000 sq. m. IR72 , IR54 and BG276 - 5 yielded 6 to 8 t / ha."
PH9610766,"Duration of the lag and linear phases were 6 to 21 days , respectively."
PH9610766,"The number of spikelets was 40,000 sq. m. Average percentage of filled spikelets for all cultivars was 70 percent."
PH9610766,Grain yield was positively correlated with grain number and grain filling rate.
PH9610766,Maximum panicle weight was negatively correlated with the length of the lag phase and positively correlated with the grain filling duration.
PH9610766,Cultivars with synchronized flowering of tillers have high yield potential.
PH9610684,Wet seeding has become popular in Southeast Asia because it is cheaper than transplanting.
PH9610684,"Although several studies reported that wet seeded rice ( WSR ) yielded higher than transplanted rice ( TPR ) , most of these studies were conducted at low yield level using high tillering cultivars and no comprehensive physiological bases supported these findings."
PH9610684,"This study compared the growth characteristics , N - use efficiency , yield components , and yield of WSR and TPR using moderate ( IR60819 -34-2-1 ) and high tillering ( IR72 ) cultivars at two field sites during the 1993 dry ( DS ) and wet ( WS ) seasons."
PH9610684,Seeding rate for WSR was 150 kg / ha for DS and 100 kg / ha for WS.
PH9610684,Five 14 - day old seedlings per hill were transplanted at 20 x 20 cm spacing for TPR.
PH9610684,"Wet seeded rice reached panicle initiation , flowering , and physiological maturity one week earlier than TPR."
PH9610684,"Because it did not experience transplanting shock , WSR developed leaf area , biomass , and took up N faster than did TPR but showed no significant yield advantage over TPR."
PH9610684,"Under lodging condition , WSR yielded significantly lower than TPR."
PH9610684,"Irrespective of cultivar , WSR does not have any yield advantage over TPR."
QR19970086874,Crop - animal integrated systems have been an important Chinese heritage and are regarded as a major component of organic agriculture.
QR19970086874,"In recent years , research based on traditional crop and animal science was integrated , then , converged with agroecology to develop into the new field of crop - animal integrated systems research."
QR19970086874,"Up to now , the priorities were rice - based , crop - hog and crop - dairy systems."
QR19970086874,"Research results of crop - animal integrated systems showed that integrating triticale as a forage crop into the rice mono - cropping ( in temperate zone ) , or maize as a silage crop into the barley - rice double cropping ( in subtropical zones ) provided good forage sources for dairy cattle with no reduction in rice yield."
QR19970086874,Rice cropping on the upper terraced wetland under insufficient irrigation ( in subtropical zone ) gave equal yield but higher profit.
QR19970086874,The maize crop benefited both the hog and dairy production systems through maize grains and stalks.
QR19970086874,These interventions have been implemented in the production system and have made impact.
